PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Activation at 7.6 uM,Standard Deviation,Activation at 7.6 uM [1],Activation at 7.6 uM [2],Activation at 7.6 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent activation of the confirmation screen at a compound concentration of 7.6 uM.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [1].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [2].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [3].
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1791,49826375,24819322,Inactive,0,,,-3.48,1.18947,-4.63077,-3.96327,-1.84089
1792,51086030,24891932,Inactive,0,,,-3.48,1.90183,-0.926715,-5.49046,-4.01821
1793,49680081,2231612,Inactive,0,,,-3.49,1.32607,-3.14602,-5.25422,-2.06011
1794,4264408,763006,Inactive,0,,,-3.49,0.844702,-4.32245,-2.33159,-3.81506
1795,47201414,1859492,Inactive,0,,,-3.49,1.99088,-1.03935,-3.51614,-5.91578
1796,49720553,24791288,Inactive,0,,,-3.49,0.88592,-3.56361,-2.37289,-4.53939
1797,85146590,44142448,Inactive,0,,,-3.49,0.628042,-2.64113,-4.1372,-3.69945
1798,24810723,15987961,Inactive,0,,,-3.5,0.793106,-2.45107,-4.36627,-3.69078
1799,89855650,251939,Inactive,0,,,-3.51,1.83993,-4.14161,-5.38465,-1.01145
1800,49723854,20909833,Inactive,0,,,-3.51,2.38614,-6.86136,-2.20889,-1.47126
1801,56323035,8813525,Inactive,0,,,-3.52,0.168275,-3.40549,-3.39446,-3.75681
1802,47199280,1000930,Inactive,0,,,-3.52,3.12584,-5.02641,0.832217,-6.36632
1803,49727018,2507501,Inactive,0,,,-3.52,1.70421,-5.34026,-1.24338,-3.98551
1804,49716922,2970072,Inactive,0,,,-3.53,1.63662,-4.14584,-1.28644,-5.14951
1805,14744019,2448254,Inactive,0,,,-3.53,1.07577,-3.1613,-4.99074,-2.43357
1806,26657614,2549282,Inactive,0,,,-3.53,1.4282,-1.53074,-4.2797,-4.77907
1807,49671895,5185677,Inactive,0,,,-3.53,0.3893,-3.30191,-3.21029,-4.07811
1808,22406372,2611413,Inactive,0,,,-3.53,0.994465,-4.39757,-2.13856,-4.05735
1809,103059879,49786239,Inactive,0,,,-3.53,0.335846,-3.99248,-3.40428,-3.2003
1810,47196599,935151,Inactive,0,,,-3.54,1.31682,-5.05035,-3.72684,-1.8412
1811,99454586,40201808,Inactive,0,,,-3.55,1.05693,-4.63167,-3.89638,-2.11426
1812,124753934,53299943,Inactive,0,,,-3.55,1.1178,-1.97803,-4.49361,-4.17206
1813,24795477,1253143,Inactive,0,,,-3.55,1.20734,-2.39835,-5.21712,-3.03287
1814,24787375,1825639,Inactive,0,,,-3.55,1.99053,-4.85339,-0.738049,-5.0602
1815,24791057,4568691,Inactive,0,,,-3.55,2.0194,-6.37689,-2.51085,-1.77157
1816,24819616,2141008,Inactive,0,,,-3.55,2.39058,-6.74376,-0.988903,-2.92922
1817,24803633,2196065,Inactive,0,,,-3.55,0.0867006,-3.674,-3.52023,-3.47026
1818,57256120,2540428,Inactive,0,,,-3.55,1.98661,-2.31942,-6.35785,-1.98745
1819,26667023,5995576,Inactive,0,,,-3.56,1.54321,-1.84434,-5.58454,-3.24019
1820,57257267,25161496,Inactive,0,,,-3.57,2.1339,-1.67527,-2.48008,-6.55039
1821,85273817,83932,Inactive,0,,,-3.59,3.5536,-6.338,1.43,-5.85545
1822,87349510,44602163,Inactive,0,,,-3.6,1.15582,-2.99697,-5.21282,-2.57875
1823,85201013,14735885,Inactive,0,,,-3.6,1.15445,-3.53205,-2.21628,-5.04188
1824,49723427,1255260,Inactive,0,,,-3.6,2.11181,-1.4468,-6.4677,-2.87941
1825,85198377,135516285,Inactive,0,,,-3.61,0.16346,-3.82433,-3.57598,-3.42817
1826,51087109,22430850,Inactive,0,,,-3.61,1.74222,-1.29042,-5.4885,-4.05363
1827,17515128,12005950,Inactive,0,,,-3.61,1.55464,-5.39398,-3.83433,-1.60554
1828,56324585,17435491,Inactive,0,,,-3.61,1.58653,-4.0894,-5.27352,-1.47597
1829,14743840,2491919,Inactive,0,,,-3.63,0.99273,-2.33334,-4.74653,-3.79915
1830,7973881,606794,Inactive,0,,,-3.63,0.700423,-3.35629,-2.94469,-4.59292
1831,22400535,3513158,Inactive,0,,,-3.65,1.06148,-2.90277,-5.14748,-2.88878
1832,56321683,2673842,Inactive,0,,,-3.65,0.849484,-4.84615,-3.0994,-2.99351
1833,56316973,24686883,Inactive,0,,,-3.65,2.11538,-5.23598,-0.657732,-5.0484
1834,51088487,3244857,Inactive,0,,,-3.65,1.15386,-3.48761,-2.32326,-5.13578
1835,24779274,2156084,Inactive,0,,,-3.65,0.793922,-4.34536,-4.06361,-2.53809
1836,89854425,261673,Inactive,0,,,-3.66,0.13931,-3.53201,-3.85016,-3.58422
1837,49666558,2768816,Inactive,0,,,-3.66,1.68597,-3.62689,-1.60629,-5.73574
1838,24805951,2945590,Inactive,0,,,-3.66,2.95799,-7.37928,-3.4519,-0.142508
1839,7969124,4681808,Inactive,0,,,-3.66,1.55931,-2.51029,-5.86924,-2.61512
1840,49678621,24761970,Inactive,0,,,-3.67,2.2058,-0.545889,-5.2494,-5.2004
1841,49641039,1433718,Inactive,0,,,-3.67,0.287573,-3.26232,-3.8304,-3.90707
1842,57263525,4869387,Inactive,0,,,-3.67,0.563723,-4.36975,-3.66092,-2.98908
1843,22406854,3959303,Inactive,0,,,-3.67,2.80598,-4.7398,-6.45218,0.168709
1844,81066842,42628591,Inactive,0,,,-3.68,0.761281,-4.6919,-2.85851,-3.48027
1845,49717787,20912422,Inactive,0,,,-3.69,2.30959,-4.07738,-6.29849,-0.681944
1846,24785437,16188827,Inactive,0,,,-3.69,1.89224,-1.56739,-6.16244,-3.33891
1847,22405028,851236,Inactive,0,,,-3.69,0.484542,-3.2044,-3.51576,-4.35195
1848,47201277,3145250,Inactive,0,,,-3.7,0.979317,-2.75786,-5.0485,-3.28633
1849,49829341,9103925,Inactive,0,,,-3.71,0.855821,-4.3517,-4.27213,-2.49775
1850,89855593,676422,Inactive,0,,,-3.72,1.33838,-5.32384,-2.04718,-3.77679
1851,24801111,5725808,Inactive,0,,,-3.72,1.78085,-5.38716,-1.2511,-4.51964
1852,862823,664056,Inactive,0,,,-3.72,2.4098,-2.98926,-6.97104,-1.20639
1853,51087404,24892224,Inactive,0,,,-3.73,0.903239,-4.93523,-3.49067,-2.76167
1854,103059913,24687505,Inactive,0,,,-3.74,1.86162,-5.39011,-1.13687,-4.68749
1855,24814684,4441859,Inactive,0,,,-3.74,0.901104,-3.84716,-4.78466,-2.58537
1856,49826260,5735517,Inactive,0,,,-3.74,0.493663,-4.38402,-3.64941,-3.18489
1857,7971971,3144503,Inactive,0,,,-3.74,0.468841,-3.76614,-4.30057,-3.15304
1858,22403294,885974,Inactive,0,,,-3.75,1.6944,-1.37394,-5.22939,-4.63251
1859,51090799,7259321,Inactive,0,,,-3.75,0.0728101,-3.64504,-3.79807,-3.80088
1860,7969661,4754173,Inactive,0,,,-3.75,1.04674,-4.72368,-2.29639,-4.22537
1861,121284511,51359958,Inactive,0,,,-3.75,1.15165,-4.72478,-2.13646,-4.4021
1862,49722532,16017580,Inactive,0,,,-3.76,0.479847,-4.18248,-4.00774,-3.08851
1863,17410226,3711111,Inactive,0,,,-3.76,1.34026,-1.88084,-4.89369,-4.51659
1864,22405467,15945053,Inactive,0,,,-3.76,1.66448,-4.35843,-1.49552,-5.44094
1865,49648543,6575509,Inactive,0,,,-3.77,1.0248,-4.91586,-3.95418,-2.42696
1866,56318040,24980139,Inactive,0,,,-3.77,1.44713,-5.17615,-1.77759,-4.34928
1867,49678268,16823281,Inactive,0,,,-3.77,1.82903,-4.7068,-5.39353,-1.21605
1868,24838561,3245216,Inactive,0,,,-3.77,2.25048,-6.20904,-4.32907,-0.781274
1869,56318206,24980198,Inactive,0,,,-3.78,0.718821,-3.30989,-3.22676,-4.79147
1870,49714993,20876800,Inactive,0,,,-3.78,2.56235,-6.72758,-4.1236,-0.4799
1871,14745391,2319561,Inactive,0,,,-3.78,0.554668,-4.08394,-3.00192,-4.25454
1872,99494335,46947901,Inactive,0,,,-3.78,1.5989,-5.3505,-4.4047,-1.58621
1873,858297,659634,Inactive,0,,,-3.78,3.26314,0.663779,-4.93159,-7.07711
1874,99494895,46948265,Inactive,0,,,-3.79,0.180091,-3.91728,-3.9142,-3.53372
1875,14720782,686004,Inactive,0,,,-3.79,1.97586,-3.34595,-6.3996,-1.62092
1876,46500353,5335,Inactive,0,,,-3.79,1.06249,-2.88357,-5.28243,-3.20891
1877,49680018,2812761,Inactive,0,,,-3.79,0.897442,-3.85608,-2.6635,-4.85905
1878,99360707,46904925,Inactive,0,,,-3.79,2.51765,-7.35152,-1.90373,-2.12469
1879,49714863,3719208,Inactive,0,,,-3.8,2.13755,-6.81194,-2.11539,-2.45919
1880,14732124,913233,Inactive,0,,,-3.8,0.958826,-3.2008,-3.04383,-5.15174
1881,24781344,135418683,Inactive,0,,,-3.8,0.305108,-3.86917,-4.14082,-3.40204
1882,85146776,44142632,Inactive,0,,,-3.81,1.47626,-4.68198,-1.73296,-5.0198
1883,49731058,6619102,Inactive,0,,,-3.81,0.592107,-4.54834,-3.79244,-3.09842
1884,4259508,802598,Inactive,0,,,-3.81,1.83159,-4.99911,-5.2174,-1.22748
1885,14733055,2766294,Inactive,0,,,-3.83,2.734,-3.55471,-0.626045,-7.3061
1886,49735277,135584549,Inactive,0,,,-3.83,0.77819,-2.73013,-4.41372,-4.34603
1887,49722774,24791914,Inactive,0,,,-3.84,0.617629,-3.0965,-3.80044,-4.60818
1888,89855181,44825670,Inactive,0,,,-3.84,0.455098,-3.51075,-3.51741,-4.47947
1889,4250934,3244682,Inactive,0,,,-3.84,0.541536,-3.19171,-3.79946,-4.5167
1890,56315909,24979169,Inactive,0,,,-3.85,1.66517,-1.49275,-5.07898,-4.96865
1891,24828574,5105575,Inactive,0,,,-3.86,1.25859,-2.69219,-3.27847,-5.60647
1892,99455999,46943549,Inactive,0,,,-3.86,2.00159,-1.03081,-5.35772,-5.19102
1893,49646845,16405308,Inactive,0,,,-3.86,0.738356,-2.87644,-4.05374,-4.6541
1894,847245,649644,Inactive,0,,,-3.87,0.490927,-4.25705,-4.1752,-3.17713
1895,89853674,5186111,Inactive,0,,,-3.87,1.56687,-1.99473,-3.78559,-5.82997
1896,103075501,49790548,Inactive,0,,,-3.87,1.24036,-2.474,-3.65075,-5.48821
1897,103159397,49792591,Inactive,0,,,-3.87,1.52343,-4.65329,-5.22068,-1.74287
1898,49828574,24687380,Inactive,0,,,-3.88,1.06559,-3.69544,-5.26517,-2.6743
1899,57264401,94318,Inactive,0,,,-3.89,2.1008,-6.77324,-3.05208,-1.83452
1900,99456051,46943579,Inactive,0,,,-3.89,1.36728,-4.86934,-1.95999,-4.85142
1901,49666226,1488490,Inactive,0,,,-3.89,0.708696,-4.26735,-4.51442,-2.90282
1902,87334237,17756899,Inactive,0,,,-3.9,2.95187,-3.84529,-7.54703,-0.317134
1903,843285,645565,Inactive,0,,,-3.91,1.68937,-3.59732,-2.02286,-6.12424
1904,24838541,5308014,Inactive,0,,,-3.92,1.12458,-4.66653,-2.33018,-4.76214
1905,99357251,46903094,Inactive,0,,,-3.92,1.19924,-4.25659,-5.19152,-2.31237
1906,49643827,24747027,Inactive,0,,,-3.92,1.84778,-6.35438,-3.52922,-1.87941
1907,103060285,49786507,Inactive,0,,,-3.92,1.6279,-1.70476,-5.56415,-4.50288
1908,99360381,46904783,Inactive,0,,,-3.94,1.58565,-6.1814,-2.83536,-2.80036
1909,103051018,49778678,Inactive,0,,,-3.95,0.635577,-3.97718,-4.70723,-3.15137
1910,14736855,783185,Inactive,0,,,-3.95,1.65557,-3.58114,-6.13043,-2.1245
1911,56463251,6603931,Inactive,0,,,-3.95,1.39298,-2.51743,-5.83677,-3.49276
1912,24810129,4128901,Inactive,0,,,-3.95,0.349967,-3.63628,-3.77364,-4.43776
1913,49817198,24816769,Inactive,0,,,-3.96,2.83929,-5.18067,-0.0309119,-6.6539
1914,49674553,24761711,Inactive,0,,,-3.96,2.34595,-7.19826,-2.95037,-1.72284
1915,7968362,5309361,Inactive,0,,,-3.96,1.27458,-5.75977,-3.17327,-2.95224
1916,56323318,16511458,Inactive,0,,,-3.96,0.839342,-5.07547,-3.04727,-3.76978
1917,7965973,3616167,Inactive,0,,,-3.96,0.513286,-3.69241,-4.68334,-3.5177
1918,49729121,24792563,Inactive,0,,,-3.97,1.42653,-3.57717,-5.88354,-2.45703
1919,7970023,4621635,Inactive,0,,,-3.97,1.09278,-3.52516,-5.4785,-2.91687
1920,26665685,16409834,Inactive,0,,,-3.98,1.85244,-6.31075,-3.84924,-1.77884
1921,17408187,620565,Inactive,0,,,-3.98,0.117818,-4.13635,-3.95486,-3.85128
1922,74373867,27647413,Inactive,0,,,-3.98,1.62149,-1.77001,-5.60973,-4.56961
1923,81066516,42628297,Inactive,0,,,-3.99,1.24844,-5.44891,-4.11993,-2.39925
1924,57261729,4799233,Inactive,0,,,-3.99,0.228519,-3.72924,-4.28612,-3.95857
1925,7964973,5307337,Inactive,0,,,-3.99,0.881362,-5.16198,-3.78147,-3.03428
1926,57268982,25163808,Inactive,0,,,-4,0.977051,-5.28218,-2.91247,-3.80721
1927,17386260,6871560,Inactive,0,,,-4.02,2.83289,-0.0239657,-5.76317,-6.27141
1928,4261430,1250656,Inactive,0,,,-4.03,2.06871,-6.88715,-2.05784,-3.14346
1929,49825364,24818903,Inactive,0,,,-4.03,1.48903,-5.09544,-5.07476,-1.92645
1930,49716856,20969729,Inactive,0,,,-4.03,1.70115,-2.46459,-3.23633,-6.3967
1931,49642231,747361,Inactive,0,,,-4.03,1.28333,-5.73601,-3.73167,-2.63665
1932,7972642,624005,Inactive,0,,,-4.04,0.878078,-5.25846,-3.64839,-3.21838
1933,57258810,25162777,Inactive,0,,,-4.05,1.41739,-2.36081,-3.95908,-5.82915
1934,24823375,4917496,Inactive,0,,,-4.06,0.449386,-4.15681,-4.5483,-3.46159
1935,4263748,2234387,Inactive,0,,,-4.07,1.46841,-4.06699,-5.86299,-2.26613
1936,85146366,44142250,Inactive,0,,,-4.07,2.14351,-4.84816,-6.21365,-1.1403
1937,24834096,2379048,Inactive,0,,,-4.07,0.482345,-4.7531,-3.71885,-3.7413
1938,4249926,1798129,Inactive,0,,,-4.08,0.884462,-5.31543,-3.30543,-3.61033
1939,24829821,2436445,Inactive,0,,,-4.08,2.22644,-1.43256,-3.92329,-6.87956
1940,49716520,4558612,Inactive,0,,,-4.09,1.48867,-2.92336,-6.18732,-3.14731
1941,49677967,16800054,Inactive,0,,,-4.09,1.87632,-2.46696,-3.08093,-6.71855
1942,17515717,12006126,Inactive,0,,,-4.09,0.26333,-4.44305,-4.02544,-3.80852
1943,861113,662379,Inactive,0,,,-4.09,1.22477,-3.80504,-5.71682,-2.75867
1944,49643475,1963306,Inactive,0,,,-4.1,3.35597,-4.8404,0.333215,-7.78593
1945,7965943,5307925,Inactive,0,,,-4.11,0.696082,-3.9941,-3.32221,-5.01529
1946,47201599,2841755,Inactive,0,,,-4.11,1.6464,-4.40083,-1.96634,-5.96798
1947,47198660,2902535,Inactive,0,,,-4.12,2.9007,-0.34769,-4.59532,-7.40421
1948,26728075,2817037,Inactive,0,,,-4.12,1.43575,-2.25542,-4.34732,-5.74968
1949,56463314,6708476,Inactive,0,,,-4.12,1.01862,-2.71731,-5.11016,-4.52599
1950,24797168,6468642,Inactive,0,,,-4.12,1.7618,-2.40882,-3.40384,-6.54298
1951,121283848,51359400,Inactive,0,,,-4.12,1.36621,-3.39364,-6.03205,-2.93
1952,85148338,441302,Inactive,0,,,-4.13,0.351164,-4.51659,-3.66879,-4.21857
1953,81066611,42628378,Inactive,0,,,-4.14,0.592614,-4.74968,-3.33468,-4.32272
1954,49645850,8030976,Inactive,0,,,-4.14,1.82424,-2.51703,-6.68919,-3.21742
1955,49676783,7117668,Inactive,0,,,-4.14,2.49737,-3.02702,-7.6023,-1.79813
1956,49736267,22548428,Inactive,0,,,-4.15,3.2665,-8.40333,-0.46391,-3.57377
1957,24815009,3622783,Inactive,0,,,-4.16,1.89153,-6.00929,-4.91342,-1.56267
1958,99456471,16295088,Inactive,0,,,-4.17,1.84149,-6.03225,-1.66018,-4.80728
1959,7968244,3618799,Inactive,0,,,-4.17,1.56432,-3.5064,-2.67599,-6.33076
1960,47204104,744850,Inactive,0,,,-4.17,1.24894,-4.93016,-2.41256,-5.17657
1961,47202467,1128821,Inactive,0,,,-4.18,1.95811,-6.94547,-2.74538,-2.83962
1962,125305283,53382639,Inactive,0,,,-4.18,0.494382,-4.69979,-3.51387,-4.31907
1963,99360669,317238,Inactive,0,,,-4.18,1.61689,-2.2845,-6.23502,-4.01574
1964,17504493,3717682,Inactive,0,,,-4.18,1.50206,-6.30176,-3.01366,-3.22797
1965,49819402,726637,Inactive,0,,,-4.18,2.84893,-6.93101,-0.258295,-5.36384
1966,24804181,3222136,Inactive,0,,,-4.19,0.426839,-3.71842,-4.75005,-4.08703
1967,57260554,9495986,Inactive,0,,,-4.19,0.786163,-4.91427,-4.55785,-3.09717
1968,49673225,2366805,Inactive,0,,,-4.19,2.02431,-3.64973,-6.90033,-2.03227
1969,125306010,53383337,Inactive,0,,,-4.21,0.960669,-5.27212,-4.40083,-2.94343
1970,56463049,4994,Inactive,0,,,-4.21,0.623082,-4.76193,-4.53078,-3.33985
1971,49818035,24817109,Inactive,0,,,-4.22,1.02466,-4.48918,-2.85402,-5.32065
1972,7971692,2997285,Inactive,0,,,-4.22,0.940756,-2.96451,-4.47395,-5.22714
1973,124753177,17759481,Inactive,0,,,-4.22,1.76477,-5.9664,-1.80583,-4.90208
1974,49734693,18559510,Inactive,0,,,-4.23,1.34276,-4.27696,-2.55553,-5.8434
1975,99357736,290607,Inactive,0,,,-4.23,0.686416,-4.92439,-4.45975,-3.29267
1976,24833716,4001542,Inactive,0,,,-4.23,0.799216,-3.63348,-3.68884,-5.35587
1977,17508971,9593911,Inactive,0,,,-4.23,3.14126,-5.6695,0.1302,-7.14875
1978,49678604,24761963,Inactive,0,,,-4.23,1.6109,-2.00659,-5.7675,-4.92108
1979,7977875,2920929,Inactive,0,,,-4.23,0.83312,-4.41352,-3.13297,-5.1493
1980,4259521,2197659,Inactive,0,,,-4.23,2.0837,-3.28361,-7.12551,-2.29459
1981,49735706,22588492,Inactive,0,,,-4.24,3.32836,-4.77551,0.0837052,-8.0153
1982,49649404,718036,Inactive,0,,,-4.24,0.407402,-4.77776,-3.79338,-4.14365
1983,24817771,1472941,Inactive,0,,,-4.25,0.346749,-4.70245,-4.17553,-3.86209
1984,81066256,42628172,Inactive,0,,,-4.25,0.541337,-4.87295,-4.33462,-3.55433
1985,121286502,51361670,Inactive,0,,,-4.26,1.15538,-4.8941,-5.23954,-2.63421
1986,49732766,6457512,Inactive,0,,,-4.26,1.87023,-6.71654,-3.87799,-2.18328
1987,49727231,24792390,Inactive,0,,,-4.26,2.95217,-7.15459,-0.210226,-5.42908
1988,49823378,4909948,Inactive,0,,,-4.27,1.8173,-6.43696,-4.37505,-1.98944
1989,24827612,2448707,Inactive,0,,,-4.28,0.582304,-4.3327,-4.96502,-3.54162
1990,24817565,3850032,Inactive,0,,,-4.28,0.89666,-5.37647,-3.18011,-4.28285
1991,4244670,3239240,Inactive,0,,,-4.28,0.969736,-5.52414,-3.15729,-4.16682
1992,17517463,4002335,Inactive,0,,,-4.29,1.18986,-4.05379,-2.96043,-5.84686
1993,26730044,2744648,Inactive,0,,,-4.29,1.24006,-5.31264,-2.5432,-5.0084
1994,17514524,12005855,Inactive,0,,,-4.29,0.0672985,-4.28918,-4.38011,-4.21556
1995,22411758,15945517,Inactive,0,,,-4.3,3.1386,-0.189484,-7.80788,-4.89244
1996,14737515,4411162,Inactive,0,,,-4.3,0.89058,-5.31763,-3.14789,-4.42846
1997,26669307,5901610,Inactive,0,,,-4.3,1.20388,-3.71876,-5.97571,-3.20357
1998,49648325,65944,Inactive,0,,,-4.3,0.432204,-3.70632,-4.49492,-4.71233
1999,24811578,1504524,Inactive,0,,,-4.3,1.5477,-6.47024,-2.94623,-3.49777
2000,26728429,2805007,Inactive,0,,,-4.31,1.05869,-3.05197,-5.64222,-4.23909
2001,7977212,2925029,Inactive,0,,,-4.31,1.66979,-6.56735,-3.79253,-2.57758
2002,56322296,24982030,Inactive,0,,,-4.31,0.82858,-3.14146,-4.8952,-4.90305
2003,49732328,20900817,Inactive,0,,,-4.31,0.787461,-3.6349,-5.41819,-3.88988
2004,89855032,44825521,Inactive,0,,,-4.32,0.634533,-4.87315,-3.42884,-4.64833
2005,51089274,16832511,Inactive,0,,,-4.33,1.21431,-5.98801,-3.87621,-3.11808
2006,99494660,20888740,Inactive,0,,,-4.35,1.92686,-4.70536,-6.507,-1.82821
2007,124755579,53301407,Inactive,0,,,-4.35,1.89711,-4.90863,-6.33974,-1.7954
2008,46500138,16759614,Inactive,0,,,-4.35,2.18078,-3.66001,-2.09437,-7.30017
2009,17386909,11948814,Inactive,0,,,-4.35,0.850774,-5.55374,-3.81115,-3.69264
2010,7967812,5309046,Inactive,0,,,-4.35,2.97896,-7.60846,-5.03982,-0.409302
2011,103162495,700052,Inactive,0,,,-4.35,1.2447,-5.95147,-2.91541,-4.19163
2012,124755364,53301200,Inactive,0,,,-4.36,0.351196,-4.22397,-4.84454,-4.01832
2013,56321624,135870941,Inactive,0,,,-4.38,1.01489,-3.81805,-3.51051,-5.80065
2014,99359566,46904128,Inactive,0,,,-4.38,2.61487,-6.41536,-0.685364,-6.02911
2015,49823091,16548980,Inactive,0,,,-4.38,1.09101,-5.47937,-4.77732,-2.89526
2016,49823029,17578537,Inactive,0,,,-4.39,0.890395,-5.59894,-3.48043,-4.09075
2017,857629,658977,Inactive,0,,,-4.39,0.457231,-3.75952,-4.58941,-4.82579
2018,4249626,3243554,Inactive,0,,,-4.4,1.93736,-4.81431,-1.84416,-6.53452
2019,57263576,2579313,Inactive,0,,,-4.4,2.6311,-7.42328,-4.77849,-1.01111
2020,49641904,2886696,Inactive,0,,,-4.41,0.433091,-4.98927,-4.28281,-3.95066
2021,49714876,5146976,Inactive,0,,,-4.41,2.64363,-4.60669,-7.54908,-1.08226
2022,103051202,49778808,Inactive,0,,,-4.42,0.158772,-4.59998,-4.21283,-4.43834
2023,99355979,277475,Inactive,0,,,-4.42,2.29845,-1.69467,-4.24625,-7.31673
2024,14739232,9551583,Inactive,0,,,-4.42,1.43175,-3.16723,-3.66998,-6.42445
2025,85199796,5888189,Inactive,0,,,-4.42,0.949909,-3.12022,-4.79115,-5.358
2026,74373770,40111582,Inactive,0,,,-4.42,0.935366,-3.19594,-5.46411,-4.61051
2027,49642202,5766749,Inactive,0,,,-4.43,1.62115,-5.50275,-5.65039,-2.13996
2028,24809385,1100448,Inactive,0,,,-4.44,0.907673,-5.66968,-4.14925,-3.5046
2029,85270102,7824132,Inactive,0,,,-4.44,0.606153,-3.99593,-5.29988,-4.03293
2030,26662087,915890,Inactive,0,,,-4.45,2.46016,-7.83429,-2.06142,-3.4508
2031,99358532,46903360,Inactive,0,,,-4.45,0.789247,-4.62831,-5.31914,-3.41002
2032,103060675,4911827,Inactive,0,,,-4.45,0.961781,-3.33257,-4.34829,-5.68131
2033,17411590,2858383,Inactive,0,,,-4.47,0.189323,-4.7337,-4.34636,-4.3192
2034,24805813,1130278,Inactive,0,,,-4.47,0.647109,-4.89875,-4.96454,-3.5601
2035,7967745,6324564,Inactive,0,,,-4.48,0.417809,-3.89362,-4.69014,-4.8484
2036,24791007,16189613,Inactive,0,,,-4.48,1.62034,-6.54288,-2.58378,-4.32071
2037,17388581,363396,Inactive,0,,,-4.48,0.980783,-3.24579,-5.64475,-4.55689
2038,49722427,16001032,Inactive,0,,,-4.49,1.88541,-6.47509,-1.95455,-5.03338
2039,14728448,2886315,Inactive,0,,,-4.49,1.27397,-5.99068,-2.87671,-4.60932
2040,17506955,135426229,Inactive,0,,,-4.5,1.61006,-2.69543,-6.60619,-4.20942
2041,24827957,855055,Inactive,0,,,-4.52,2.49668,-5.00578,-7.30043,-1.2438
2042,4249840,2859124,Inactive,0,,,-4.52,0.194108,-4.47328,-4.77365,-4.30427
2043,26662754,238674,Inactive,0,,,-4.52,0.658943,-3.62491,-4.76075,-5.18597
2044,24809121,3230247,Inactive,0,,,-4.52,2.66103,-0.965986,-5.24479,-7.36377
2045,49716597,15991440,Inactive,0,,,-4.53,0.451663,-5.16512,-4.17639,-4.24086
2046,49824554,24818826,Inactive,0,,,-4.54,1.23727,-3.58164,-3.7436,-6.28351
2047,26729530,2807378,Inactive,0,,,-4.54,0.576076,-4.82653,-5.05095,-3.73225
2048,24796852,2098756,Inactive,0,,,-4.56,0.673578,-3.77526,-4.48104,-5.41969
2049,24829294,1180550,Inactive,0,,,-4.57,2.13072,-3.38428,-7.5582,-2.75762
2050,49715910,5111703,Inactive,0,,,-4.57,1.49699,-6.50129,-4.3613,-2.85259
2051,14740165,135457712,Inactive,0,,,-4.58,2.53481,-6.0012,-6.71081,-1.01409
2052,14722786,1459319,Inactive,0,,,-4.58,1.17004,-6.0808,-3.22707,-4.42458
2053,24838935,5307854,Inactive,0,,,-4.58,0.842154,-5.15962,-3.3898,-5.19249
2054,124755057,53300914,Inactive,0,,,-4.58,1.14411,-5.96996,-4.6156,-3.16798
2055,49642927,1386060,Inactive,0,,,-4.6,2.76641,-7.94169,-1.16735,-4.69499
2056,103051182,49778795,Inactive,0,,,-4.61,1.07101,-3.55787,-6.07656,-4.18169
2057,14732731,2157788,Inactive,0,,,-4.61,1.32983,-3.11975,-4.36436,-6.34901
2058,51089760,7080852,Inactive,0,,,-4.61,0.599574,-5.45392,-4.27422,-4.10649
2059,7970902,5310338,Inactive,0,,,-4.61,2.44821,-1.96575,-7.86897,-4.00317
2060,49829367,17583025,Inactive,0,,,-4.61,0.58584,-5.27484,-4.71371,-3.85047
2061,87345568,44601905,Inactive,0,,,-4.62,0.195275,-4.8678,-4.60455,-4.39031
2062,49726003,2934348,Inactive,0,,,-4.62,3.0121,-7.1944,-0.394584,-6.27425
2063,4257461,1245272,Inactive,0,,,-4.62,1.53202,-4.44487,-2.84079,-6.58087
2064,24834269,2452887,Inactive,0,,,-4.63,0.678664,-4.03242,-5.57898,-4.27774
2065,17387515,2165595,Inactive,0,,,-4.64,0.577523,-3.93181,-5.34645,-4.63656
2066,14744614,4360584,Inactive,0,,,-4.64,2.43585,-2.45096,-8.03857,-3.43258
2067,125306848,53384114,Inactive,0,,,-4.64,3.27225,-0.776503,-8.77792,-4.36828
2068,51085520,4064749,Inactive,0,,,-4.66,0.999117,-4.02162,-3.88088,-6.06719
2069,49724226,20904020,Inactive,0,,,-4.66,0.915898,-3.86353,-5.94256,-4.17288
2070,57265575,2080084,Inactive,0,,,-4.66,2.3127,-7.45958,-4.73653,-1.79603
2071,103159710,49792813,Inactive,0,,,-4.67,0.376283,-4.28681,-5.18047,-4.53827
2072,14746885,2491926,Inactive,0,,,-4.67,0.804129,-3.92695,-5.78607,-4.29298
2073,85269731,4799991,Inactive,0,,,-4.67,1.20345,-6.26613,-4.39162,-3.3586
